sector;province;2012-02;2012-03;2012-04;2012-05;2012-06;2012-07;2012-08;2012-09;2012-10;2012-11;2012-12;2013-01;2013-02;2013-03;2013-04;2013-05;2013-06;2013-07;2013-08;2013-09;2013-10;2013-11;2013-12;2014-01;2014-02;2014-03;2014-04;2014-05;2014-06;2014-07;2014-08;2014-09;2014-10;2014-11;2014-12;2015-01;2015-02;2015-03;2015-04;2015-05;2015-06;2015-07;2015-08;2015-09;2015-10;2015-11;2015-12;2016-01;2016-02;2016-03;2016-04;2016-05;2016-06;2016-07;2016-08;2016-09;2016-10;2016-11;2016-12;2017-01;2017-02;2017-03;2017-04;2017-05;2017-06;2017-07;2017-08;2017-09;2017-10;2017-11;2017-12;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2018-12;2019-01;2019-02;2019-03;2019-04;2019-05;2019-06;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-11;2021-12;2022-01;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05;2023-06;2023-07
 Zeytin ve Zeytinyağı ;AYDIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1551.58343;2533.32569;0;0;0;0;0;1819.0855;1255.29803;1644.61551;1809.79031;1551.58343;1898.34972;1564.64952;1505.40057;1251.80635;1338.8779;1294.74538;888.24156;1072.5029;1131.68748;1511.82191;1552.19581;1407.44085;1496.6565;1687.44549;1452.40237;1029.12031;1122.24235;669.20439;957.45387;1730.86186;1460.70813;1707.51301;1611.49817;993.06492;988.99063;2194.51081;1919.06155;1678.29398;1988.52907;1530.14364;2961.1673;1215.07125;2513.21456;4064.56182;4064.56182;2303.07394;5077.39555;2421.63804;1715.60556;1898.22459;1174.3639;1565.94773;1067.36446;1985.85172;2451.65395;2500.23338;2119.72038;1865.28999;2775.18407;2927.45999;2461.71597;2326.79026;1971.26007;1755.24988;1528.49894;2299.22594;2146.73863;3031.77283;3067.29549;2279.82446;2549.2654;2733.7897;1767.20487;1880.73574;2211.64502;1854.50341;1443.44785;2718.16477;2649.94827;2214.78514;2254.10269;1467.0103;2013.90112;2162.42902;4048.2518;3121.62395;1848.7852;1428.33943;2363.21295;3790.56671;2437.50888;2329.75027;2677.81929;3983.4995;3575.66663;3943.9352;4129.21926;3087.42856;2662.3133;2501.65462;2592.79236;2052.52723;3181.69077;7020.53075;13359.61653;9556.11654;6454.82104;6478.59217;4482.04501;5340.71149;4474.74713;3920.60965
 Çelik;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1714.81465;1871.2063;0;0;0;0;0;1585.8038;1224.46898;2296.95706;1872.06472;1714.81465;1254.43598;1571.37269;1571.86122;1274.10625;1346.64543;1064.52814;1438.03902;1154.31596;1488.08857;1566.28427;1884.54252;1029.60218;1707.01624;1646.17313;1971.86693;1700.44408;1583.85309;590.70243;1724.27503;1264.38749;1492.04683;1921.54594;1279.59572;1275.33576;1434.8348;1650.64608;1552.92205;1481.26262;1621.30769;1738.0679;1953.95973;1477.22474;1256.45094;1641.81025;1641.81025;2093.72966;2029.9723;2188.07539;2043.05949;1978.32957;1723.00933;1627.78874;1352.26531;1469.29278;2580.99271;2373.12289;1841.77086;1539.64513;1567.80777;2113.90796;1735.82801;2434.85235;1325.96467;1950.81813;1474.63415;2319.27632;2244.63322;2651.97853;1549.66879;1697.77777;1776.98436;1819.37678;2172.64148;1952.24337;2021.27892;2649.11007;1776.92405;2440.42048;2056.17518;2358.20167;2441.12873;2526.50836;2357.40215;3024.52156;3637.53631;2228.54674;3866.69703;2757.80455;3031.16123;3748.23036;3533.86128;3347.37594;3861.73868;2866.62661;4360.49773;5630.95438;6151.31011;4403.13669;4643.70296;3245.65073;4438.04758;4011.73781;2335.93458;2589.87538;1533.00764;1794.30436;1891.91424;2576.00199;1871.24321;2249.45811;1905.47894;1749.81108
 Çimento Cam Seramik ve Toprak Ürünleri;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.8921;52.22196;0;0;0;0;0;121.84181;96.46166;58.04939;71.37595;52.8921;76.46099;160.87847;146.19966;160.00048;338.92095;174.30163;145.38292;159.65464;97.28119;72.56362;243.99221;122.20676;380.46981;137.61995;82.05142;133.48839;199.84216;52.21224;187.68045;248.64796;284.52015;417.10401;278.31873;88.81056;126.55447;216.01545;428.40508;571.48056;413.66284;186.78366;275.8443;191.48565;522.00608;277.2868;277.2868;151.96894;290.40425;281.76458;382.80866;399.80647;192.76712;195.68709;202.61577;126.74566;320.10929;530.60635;360.84995;65.94085;348.21923;623.66041;744.25269;677.16977;136.98894;298.68344;149.11393;406.62143;731.09036;715.67965;755.89456;436.2606;966.11986;974.81271;171.8121;336.6657;337.22937;563.40139;144.72669;452.64105;548.41927;774.91301;963.86693;566.89141;504.56359;1041.84855;714.69899;417.02276;799.41619;287.16909;351.21122;595.45246;1433.74383;1089.84949;1018.77453;1202.39621;972.25314;2096.79588;1355.60241;862.94669;947.41299;304.02267;641.1893;568.95602;686.40346;441.72058;1356.61834;441.17261;473.71754;486.53145;483.57516;206.59126;379.33018;623.03372
 Demir ve Demir Dışı Metaller ;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1801.72345;2688.73235;0;0;0;0;0;1719.53801;1577.41066;2324.94337;2324.32792;1801.72345;1407.4358;1896.5641;1737.23229;1634.88198;1995.48715;1601.07651;1453.12841;1328.41992;1660.75619;1372.68713;1920.63903;1500.91646;2129.36288;1928.154;1786.63815;1514.89253;2132.06447;1309.16713;1898.48622;1558.46181;2280.58774;2228.69098;1565.59957;1847.19074;1778.0152;2134.45561;2001.35101;2496.14696;1882.67965;2069.83065;2248.66516;1932.77715;2651.56668;2414.35335;2414.35335;2835.20967;2434.6464;2585.34464;2435.88553;2301.14243;2075.23865;2644.2221;1887.26028;2276.36493;2720.83655;2799.74066;2415.14751;2358.2414;2295.27337;2460.54023;2872.98373;2776.32636;1568.23976;2365.32742;1820.66251;2101.78011;2709.38922;2371.24531;2624.15577;2006.9845;2364.40869;2546.6431;1935.5333;1438.06825;1785.69205;2144.58317;1971.21901;2223.72069;2618.06214;2098.6295;3213.66299;2579.40099;2848.87646;3524.8673;2478.61337;1760.39094;2902.85516;1868.1851;2573.73553;2860.31699;2645.96587;3028.68248;3155.35004;3033.39628;3024.39491;4610.92772;3352.87541;1892.86134;3140.50938;1994.38932;2561.30434;2785.82218;2492.58139;2390.67056;2823.36918;3061.26958;2830.3465;3906.97983;2193.09288;2735.67688;2357.74745;3010.96505
 Deri ve Deri Mamulleri ;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;342.86713;578.65998;0;0;0;0;0;911.68692;481.29413;231.30966;442.16944;342.86713;201.85713;252.03867;201.74117;389.08243;450.43382;941.71603;796.98009;308.82799;475.35059;94.91814;282.45594;169.08564;111.27839;99.94568;156.04695;203.14142;168.84504;336.90141;581.7387;504.18665;397.45546;197.11376;111.62097;302.14995;299.86094;252.54629;435.79039;451.31929;188.00779;148.96099;191.54826;165.62908;207.53906;220.03377;220.03377;195.48004;234.34864;299.02116;303.56963;331.67199;257.94508;83.1805;106.93549;271.77996;516.93583;268.68994;310.68439;276.99189;532.11507;650.36952;466.29757;535.61606;190.03763;71.33683;118.14326;313.82361;157.10278;51.41526;211.18248;112.67899;376.91077;244.64106;251.84267;139.24759;159.43597;91.31923;35.369;110.4559;111.15327;89.506;117.47296;73.80221;293.34491;527.09322;229.50869;169.02577;454.73244;112.56856;115.66842;799.99095;560.56699;574.07951;816.46364;370.03165;461.18369;1009.64595;1102.43677;269.49018;494.23514;205.60118;468.79992;320.45492;276.1683;202.63278;475.82337;329.23078;419.22268;776.81011;665.29178;576.82019;325.93311;182.76218
 Diğer Sanayi Ürünleri;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.99792;0.0;0;0;0;0;0;0.0;0.0;0.0;0.1;19.99792;0.38823;0.0;0.0;8.7857;20.48094;0.3015;0.0;0.06;10.36634;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16885;0.0;0.0;24.286;1.31504;0.0025;0.0;0.013;3.1176;0.05;0.05;0.0;0.0;9.14449;0.234;6.17026;0.25797;2.81281;31.0787;0.0;9.40294;10.33328;13.38717;0.0;5.40556;105.45238;3.9077;25.41072;5.89413;6.8034;7.44652;3.7416;0.0;21.93569;47.52783;1.48332;16.14102;6.78012;0.0;0.0;5.35676;0.71736;0.38535;2.43058;6.07821;4.79325;3.43808;0.3792;0.79141;0.0;18.92916;0.0;0.14838;0.27;0.37522;4.21887;1.94914;0.0;0.0;40.08477;31.09164;30.25846;37.38831;0.66524;12.18175;0.0;0.0;0.225;3.20444;1.2936;24.17167;0.0;4.71699;0.0;26.4871;0.22089;0.0;0.0
 Elektrik ve Elektronik;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;8405.39196;1970.78766;2843.59821;17129.07755;12013.25074;1762.02632;5432.56664;3748.4845;14465.53709;15178.80145;21753.44191;4532.54735;9687.01027;16365.10844;4216.41546;8131.92935;4218.74839;22057.22845;13345.87313;10528.38184;9160.03958;6042.72929;7297.71423;9634.22891;8260.65366;2126.12327;19398.04952;16674.41171;2840.16225;2714.34761;4429.24867;9790.26414;2633.44039;4131.72132;7410.95317;4312.14153;7481.87953;10633.07862;8457.80823;8457.80823;1319.61775;3061.88212;6513.86173;6535.60042;1411.33148;5274.17579;12351.74133;4156.66394;9954.56659;5522.18807;7847.87941;12409.6333;2692.68488;4771.63425;16400.28806;5757.12439;2909.65603;4533.24656;8975.90607;3766.12178;6869.67068;10587.87498;13336.23437;6775.85116;5744.57201;13737.74369;3417.75867;9358.55243;15968.25535;12442.13919;4158.55012;5408.18267;5650.48549;7657.15048;3839.21545;19163.13976;3988.36993;3451.53;9791.62732;5574.56664;7239.36558;6000.38939;9465.72752;13598.23731;23418.92376;11710.33716;4494.93754;9386.18294;3301.62015;6967.3527;13510.14565;14247.44942;4772.02621;21214.74511;9314.70287;20025.47523;14225.0298;7785.57376;13860.08849;15277.99806;23110.51249;28149.45203;49514.38434;21183.72618;20455.69876;21053.59486;30317.78298
 Fındık ve Mamulleri ;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;3.62557;0.0;0.0;0.0;0.0;0.0;2.92042;0.0;1.9925;0.0;0.0;0.0;0.0;0.0;0.73742;0.23202;0.24042;0.0;0.06507;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.51046;0.0;0.0;0.0;0.0;0.0;0.0;2.07619;2.07619;4.54581;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.53611;0.0;0.0;0.02299;0.0;0.0;0.0;3.01271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
 Gemi, Yat ve Hizmetleri;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.71577;0.0;89.36593;0.0;0.0;77.668;81.4208;0.0;0.0;90.44127;86.165;0.0;0.0;0.0;168.94108;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;144.35266;0.0;0.0;0.0;0.0;10.0;0.0;308.53635;86.77973;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.78151;0.0;0.0;10.25776;0.0;0.0;0.0;0.0;0.0;0.0;85.74386;0.0;0.0;0.0;72.87234;0.0;901.57;0.0;450.842;0.0;454.785;452.885;0.0;0.0;0.0;27.5653;0.0;452.392;0.22;0.0;39.76047;901.57;0.0;452.285;0.0;450.365;0.0;0.0;0.0;0.0;0.0;1010.14883;0.0;1001.684;0.0884;500.842;1.38708;0.0;500.842;1001.77651;0.0
 Halı ;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;35.34559;0.0;67.1951;45.57778;0.0;132.43376;154.10281;30.75324;1.48387;0.0;0.0;0.0;41.85123;0.0;0.0;0.0;0.0;0.25535;2.27079;9.55533;1.66026;12.99258;11.85936;0.0;0.26401;0.0;0.0;1.95978;3.27817;1.49985;2.00894;2.92747;9.36184;2.13239;1.34936;15.25984;3.30727;25.92122;10.37036;10.37036;1.18012;5.0244;2.52841;0.0;6.05024;10.875;8.48331;4.03675;2.8355;11.17293;43.31594;15.47379;0.0;13.75178;35.1273;3.30038;0.0;0.35;13.25438;0.83277;15.42295;57.81409;72.99492;118.78161;23.85025;140.37953;57.219;0.0;6.10808;19.9345;53.85747;13.38154;71.60425;19.89633;62.87071;29.07868;12.57195;29.4065;3.12986;9.83596;0.0642;44.28627;5.91067;11.50716;54.39496;100.2404;178.51021;27.67125;30.67901;37.54062;33.07258;17.60536;68.49109;46.67272;27.44254;74.12004;0.15126;19.79907;38.51825;40.40905;10.21983;16.40284;0.0;0.0;0.0;17.81582;8.0806
 Hazırgiyim ve Konfeksiyon ;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5037.16096;4721.82383;0;0;0;0;0;5891.80671;5336.20532;5835.50216;5421.13075;4977.74977;4404.32362;4535.38555;5034.52845;5030.86811;4327.98207;4388.1603;3870.74519;3254.25652;4345.66064;5098.70792;5056.0091;3989.43868;4424.44046;4817.42698;3957.16894;3562.56339;4863.47294;3447.63784;4082.31725;3458.20535;3430.31922;3692.80809;3580.27283;3953.04656;3543.85206;4521.37465;3782.71261;3990.77376;4987.08283;4544.24213;4889.83667;4024.61106;4138.78365;4817.19553;4817.19553;5760.3482;5306.29979;5897.55259;4792.71903;5176.69291;4598.68275;4174.9615;4553.0133;4788.10796;5746.24076;5763.85171;5041.52994;4676.22016;3508.81536;4831.17235;4378.65334;4630.65259;3368.00586;4310.31372;3534.40468;3093.79854;4337.01035;4448.89054;3495.84135;4154.25323;4059.96539;4364.4772;5414.066;5486.17357;6001.40542;5555.06009;5236.74999;5832.72312;5269.83442;5576.55215;5852.04313;5687.48809;5439.7207;6486.05323;6750.49551;6209.10886;7475.99927;5773.1019;5358.11086;5772.43481;5050.57527;6935.17871;8134.69492;5948.63176;6580.59393;7509.14976;6996.18028;5911.74457;6676.02581;5560.84882;6208.18641;5901.37869;5258.99984;5386.53542;5366.19898;4076.0675;4527.31552;4844.6739;3255.87561;4014.12258;4235.60754;4061.20545
 Hububat, Bakliyat, Yağlı Tohumlar ve Mamulleri ;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456.2451;647.24586;0;0;0;0;0;646.9558;401.87615;443.97813;562.3755;456.2451;546.51415;592.3679;420.20145;480.02056;514.97389;337.50062;916.5392;646.74931;734.24308;690.83519;645.99386;463.01174;570.90295;946.99206;774.98933;607.19313;711.86877;758.96347;656.75582;759.0797;753.22649;812.55561;496.21082;374.59944;669.12701;741.83618;753.12658;667.27339;445.28892;853.30004;1390.6267;537.42839;628.47247;682.56077;682.56077;307.07262;479.82319;401.32319;521.74364;451.02587;576.55734;515.23736;828.93082;864.6667;1011.74507;1054.8314;1039.91498;1025.66598;882.82393;1166.9074;783.09211;1391.90871;390.23477;644.99965;721.268;881.71514;910.93003;1099.65997;948.57223;755.58476;725.36757;992.07825;1154.64534;532.94134;925.95528;1486.2663;1080.09204;1385.57209;1414.42013;1078.49076;1381.7585;1107.1407;988.20938;1211.25216;1009.48609;815.0258;1152.25485;1005.7601;1792.14859;1200.18892;1592.56587;1481.40089;1237.49907;1330.14646;1443.32838;1897.86613;1246.26416;868.12495;1711.15682;1119.11109;1714.26022;1753.56103;2775.92548;3474.88885;2519.3337;1993.00873;2213.19684;1686.23448;1261.39697;1916.96818;1781.35282;2463.00762
 İklimlendirme Sanayii;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.34207;138.80222;0;0;0;0;0;76.0134;272.30342;148.08164;323.22222;19.34207;34.06139;130.51335;86.39607;214.40718;82.01832;398.39175;23.94961;255.51937;33.88634;157.39555;48.89265;227.31633;145.54073;49.61476;79.37583;154.36153;225.73411;279.01696;225.7771;157.99949;1244.46509;88.665;30.9589;178.66619;28.02024;105.00991;155.70278;87.75982;87.92454;192.5029;424.22686;138.54937;171.63233;112.18911;112.18911;132.46008;88.61833;147.13053;129.78553;134.70937;213.58142;312.05793;379.26311;366.73548;193.83866;627.68436;404.28044;60.76973;82.21148;214.21977;46.82951;503.8701;291.58884;428.5095;244.31252;149.74847;307.56123;605.8847;122.67637;167.00122;116.56798;176.6886;73.43653;306.79732;771.8761;153.49985;243.48773;1809.5552;533.73179;283.33265;440.80773;430.78851;268.62678;273.57653;410.69513;406.08943;368.77684;487.93058;279.35379;926.56026;737.78569;603.57355;514.5982;560.35275;1016.65873;907.9755;1056.0481;812.48239;855.81086;788.02469;875.69995;998.31937;744.59994;818.36154;1049.61498;550.14224;455.6006;847.50357;362.97961;1109.50862;976.55287;387.53886
 Kimyevi Maddeler ve Mamulleri  ;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;695.75236;1276.13115;0;0;0;0;0;2176.39312;962.98217;1590.94846;2449.52927;695.75236;1093.1502;1199.4776;897.32599;2336.77979;1804.97841;1024.42994;1127.04237;862.34523;1234.7504;1355.19718;1083.71003;753.27163;1546.32774;971.63441;1120.55736;1102.96217;1368.57936;494.36479;1347.80971;1022.28683;1513.31849;1862.48829;885.08134;1025.03091;1147.00006;1242.50551;1279.65017;2286.10913;1793.46904;1191.72911;1691.77643;1279.21587;2375.93787;1914.11229;1914.11229;2451.28802;2181.8618;3512.76621;3212.97919;3226.18308;2659.9797;4252.80189;2128.93193;2590.16468;2634.18718;4219.58114;2970.03222;1736.06225;1928.16036;3499.15196;2844.77239;2463.11934;1382.69916;2930.61789;1738.56765;2764.39319;3382.6715;3929.52604;3546.14967;2944.56736;3591.63539;2895.10007;1494.19419;2159.8336;3322.32203;3589.87152;3247.5688;3955.18137;4717.89203;4003.90331;5650.66558;2498.42999;4674.11106;3734.14591;4496.84443;4201.94994;4800.83926;3029.971;4381.75674;4693.32729;4310.40862;4326.49028;5075.40759;4635.01762;5991.07117;4144.91117;5771.92859;3600.01997;8861.91071;5419.77906;7951.74086;6234.22582;4271.06201;4165.137;4552.40147;2495.28802;4760.58686;4647.57479;3715.80598;4276.32199;3937.07623;4291.5324
 Kuru Meyve ve Mamulleri  ;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.34;0.0;0;0;0;0;0;7.0656;8.754;0.0;15.5;24.34;0.0;3.8296;0.0;18.3503;0.0;0.0;0.0;0.0;2.95004;22.0731;7.23164;10.06827;1.26408;3.30489;0.75066;1.34964;3.62862;0.0;0.0;9.77461;0.552;7.65064;0.0;0.636;0.828;3.37876;0.0;2.4264;0.28481;4.55976;11.19095;1.65421;8.33402;0.0;0.0;7.15498;5.53052;4.37764;2.24203;1.37695;6.631;0.50424;0.0;0.0;6.16367;0.38448;0.64906;1.46552;0.5832;4.7111;3.05739;3.34024;0.0;0.0;3.87701;0.37506;1.13969;5.79605;13.87039;0.0;0.0;7.32128;5.91326;8.86169;0.49804;4.41516;0.468;3.21518;12.65263;8.42287;1.64209;1.7304;0.1392;2.50613;0.114;0.20542;22.8626;1.719;0.276;4.34281;6.27582;3.01626;9.30894;8.0997;1.04747;0.0;0.0;0.0;0.0;0.0;2.44015;0.0;4.725;1.47769;0.77444;0.42748;0.0;3.05242;0.0;15.54137;0.0;8.95867
 Madencilik Ürünleri;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1552.96657;2564.65501;0;0;0;0;0;3331.75407;2664.47611;2265.47137;2939.47337;1552.96657;2050.40625;2162.54411;2959.89335;2710.58758;2204.01183;2502.09981;2380.0577;2666.5184;2567.181;2146.5568;2322.7728;1825.40098;2355.67405;2368.63977;2126.55257;1784.01862;2578.89549;1473.9895;3142.7838;2244.2111;2364.98506;2929.99246;2363.02732;1827.60544;2220.70683;1984.79303;2983.32413;2769.67898;3194.13026;2034.43323;3135.91725;2218.02578;3218.01365;3258.80442;3258.80442;2205.12596;2466.16609;3109.46392;2471.7087;3094.73431;2166.69724;3433.10419;3638.97899;2548.28317;3664.04969;11537.54772;1612.41572;1914.23346;2046.97823;2493.31379;3173.19554;3405.82087;1436.24325;2557.94364;2027.21744;2625.52917;1951.64985;2054.95892;1848.95883;1991.49369;2167.62703;2615.03402;2765.85736;2446.51904;3126.80177;4736.74982;2847.16358;2959.9732;3869.60784;4383.534;2716.47624;3222.19062;4627.99051;4578.13874;4195.17743;3707.56227;5632.73678;3077.72369;4621.22912;5053.32367;4108.8346;5652.53997;3770.00022;4220.2063;4403.53476;5068.64075;7743.47377;3889.05508;4879.15206;3704.19844;5869.57348;3566.48072;4374.07091;4395.5094;4508.41331;4056.67253;3202.25843;3784.65625;4592.72245;4327.98272;4045.06154;4869.85687
 Makine ve Aksamları;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1621.82785;2649.38186;0;0;0;0;0;2364.18839;3371.81995;1492.06355;1976.5533;1577.36785;2465.43502;2610.89798;5922.7703;3158.54254;2726.44162;2820.68421;2607.94686;2072.06136;2003.30649;2174.11221;2540.98112;1375.99839;2375.58789;3608.89769;3270.81621;3583.5397;2617.89327;1349.2905;2388.31029;2424.08521;1846.52356;3622.49664;1338.79499;1407.84152;1873.92682;3111.08552;2995.8496;1952.09495;1767.04548;2774.85934;1624.1527;1463.8423;2535.11476;1784.18662;1784.18662;2371.94834;2189.93928;3962.44855;2085.6017;2219.30378;2053.95906;2125.74429;2355.25068;1934.90114;2039.69063;1600.33381;2165.2614;2123.26379;2052.3614;2785.8477;2499.77597;3865.64978;1878.73036;2512.10396;1344.92546;2180.87063;2931.46605;2541.21972;2845.03006;2647.14761;3445.92835;2758.74707;2772.66226;2612.54977;2504.97543;2243.70446;1232.76955;2810.82333;2735.45415;3132.40096;2161.03462;1986.10245;2940.36851;3116.58506;3025.28121;4774.22891;4241.86741;3787.84562;3312.91694;4668.22019;3391.43039;2744.79771;3532.44887;2732.05227;3274.89142;3709.31768;5398.89165;4431.08065;6867.28361;2103.53605;2972.91681;4126.82727;3585.3788;3333.08685;3896.61888;3092.19004;2772.58986;3503.71124;3054.50573;4494.35726;4066.12092;2343.97758
 Meyve Sebze Mamulleri ;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1144.09473;819.92644;0;0;0;0;0;1178.06787;775.74468;1467.06889;2115.44208;1144.09473;1045.77521;966.86074;873.99416;1161.03181;1332.22801;1356.35447;861.81162;1130.6854;1494.4257;1639.04612;1782.3421;1053.78106;1049.09561;832.38465;1360.30903;1242.01253;1152.19626;1386.81903;1044.14726;1263.52708;1565.51863;1307.16318;1066.09194;1834.71289;1064.03033;1752.80882;1191.22652;1180.73721;814.57275;822.97505;1411.91993;653.93181;1780.47152;1497.95444;1497.95444;1290.54861;1155.0958;1029.18169;1379.83238;1272.50157;1290.39703;1622.45456;1358.30008;1502.81111;1131.54607;1051.23351;1695.49572;919.80052;1665.22819;1398.91973;1882.04702;1114.05591;537.44205;732.69727;1168.8648;2575.03797;2038.81467;2287.98882;2762.12615;1063.14275;1808.84192;2678.90911;821.30814;539.65055;1029.28702;1272.35367;1448.86255;1889.46646;2971.96395;1773.31082;1767.21574;572.54969;1078.97695;1011.14497;1233.60158;1084.90316;1480.06958;1478.65228;1396.74057;2663.92901;2071.75008;1493.83516;2471.18227;2125.28444;1942.00521;1379.27435;1847.16752;810.4933;1782.69361;1312.81043;1053.32746;1345.76801;3613.19794;1970.01283;2194.08303;1205.26914;1327.7061;1901.96221;2188.96658;2429.30744;1577.80788;1651.81053
 Mobilya, Kağıt ve Orman Ürünleri;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;2415.96997;978.23195;1168.13995;891.51351;1193.40035;1144.50151;1689.54903;1786.96422;1003.80904;1418.6884;889.35498;1405.68469;1297.53477;866.39271;1580.24609;1381.16361;1593.37158;1269.84461;1478.8073;1685.47836;984.23443;1578.85948;988.66526;1057.384;1260.55708;1242.57144;1126.87152;632.09458;1324.70692;1204.8939;758.06379;1594.21355;1101.75617;1205.72658;1357.09832;779.5519;904.51716;1639.7344;1586.43113;1586.43113;976.48932;1366.65175;1820.7758;1526.21073;1138.35217;1408.39546;1498.84081;872.668;1348.03386;1182.20901;1688.79134;1079.52701;1221.38732;971.76329;1482.23672;1464.99245;1620.04383;1136.85263;1762.64718;1143.17145;1179.85218;1406.96559;1742.13056;1809.65724;1604.49563;1323.63001;1721.84169;568.96774;679.04265;1226.16252;1211.20453;683.71651;1511.2398;1021.04487;1475.74063;805.05611;1605.60731;1110.96302;1985.75663;1467.42204;1674.02352;1584.43481;1310.86781;1651.77646;1704.187;1593.1549;2016.45241;1332.13332;2163.35552;2103.21727;3930.75021;3486.86886;3031.82604;2970.01142;2733.3996;3189.86363;4379.98937;2746.82093;2708.94171;2210.34587;3415.92508;1975.4764;2581.13459;2055.25133;2149.18484;1870.09982;2052.36159
 Mücevher;BALIKESIR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.174;0.0;0.0;2.5;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;186.84712;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28764;0.0;0.0;0.05;1.0224;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07034;0.47025;194.11484;0.0;0.0;0.0;0.0;197.67353;123.66481;0.64099;0.0;11.4659;0.0;0.0;0.0;0.0;4.18129;0.0;0.0;0.0;0.0;0.0;0.63797;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.78624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;422.73471;0.0;0.0;65.97231;1.29286;0.0;0.84322
